interaction_id,event_ts,customer_id,property_id,interaction_type,device,source,session_minutes,intent_sentiment
I000026011,2024-09-11,C007712,P002115,Save,Mobile,App,5.6,
I000026012,2023-10-09,C001830,P002425,Inquiry,Mobile,App,4.7,0.393
I000026013,2023-07-22,C001622,P004397,View,Mobile,Web,7.7,
I000026014,2023-02-17,C001768,P001309,View,Desktop,Web,10.3,
I000026015,2023-01-31,C000050,P003107,View,Mobile,App,8.5,
I000026016,2023-08-30,C005381,P001307,Inquiry,Desktop,App,8.6,0.558
I000026017,2024-12-31,C006692,P003530,Save,Mobile,App,14.0,
I000026018,2024-01-28,C003995,P000511,Offer,Mobile,App,4.1,0.385
I000026019,2024-06-05,C002634,P001987,Save,Mobile,App,11.7,
I000026020,2024-06-10,C000435,P000401,View,Mobile,Web,10.1,
I000026021,2024-10-07,C006729,P000685,Inquiry,Mobile,Web,6.3,0.227
I000026022,2023-10-18,C002795,P002044,View,Mobile,Web,9.8,
I000026023,2022-11-13,C004971,P000079,Call,Mobile,Web,4.7,0.756
I000026024,2022-05-01,C005501,P004108,Inquiry,Desktop,Web,9.8,0.528
I000026025,2024-06-04,C001176,P002725,View,Mobile,App,8.9,
I000026026,2024-05-18,C006316,P003696,View,Mobile,Web,7.1,
I000026027,2023-03-12,C001329,P000370,Call,Mobile,App,22.8,0.259
I000026028,2024-09-13,C004012,P000758,View,Mobile,Web,14.3,
I000026029,2024-03-31,C004373,P001845,View,Mobile,Web,7.3,
I000026030,2024-08-28,C004103,P003658,Visit,Mobile,App,3.0,0.398
I000026031,2024-04-03,C002566,P001922,Call,Mobile,App,15.2,0.834
I000026032,2023-12-31,C004613,P000306,Inquiry,Desktop,Web,9.1,0.844
I000026033,2024-04-11,C005499,P000546,View,Mobile,Web,7.2,
I000026034,2022-08-28,C001641,P000387,View,Mobile,App,7.1,
I000026035,2022-12-08,C001979,P003350,Call,Mobile,App,6.8,0.152
I000026036,2024-04-12,C005929,P002448,View,Mobile,App,7.7,
I000026037,2022-10-31,C002460,P002851,Visit,Mobile,Web,10.8,0.97
I000026038,2023-10-31,C003000,P002231,View,Mobile,Web,8.0,
I000026039,2023-09-14,C001263,P004328,View,Mobile,Web,4.9,
I000026040,2023-04-10,C002021,P004432,View,Mobile,App,6.0,
I000026041,2024-02-03,C002321,P000897,View,Mobile,Web,6.9,
I000026042,2024-03-08,C002670,P003602,Visit,Mobile,App,8.0,0.039
I000026043,2023-01-30,C007728,P003644,Inquiry,Mobile,Web,7.8,1.0
I000026044,2024-05-01,C003650,P004364,View,Mobile,Web,7.3,
I000026045,2024-09-05,C004808,P004208,View,Mobile,App,6.5,
I000026046,2023-05-22,C007362,P002520,Inquiry,Mobile,Web,6.6,0.48
I000026047,2024-12-31,C004094,P002878,Save,Mobile,Web,11.7,
I000026048,2022-07-30,C005842,P002396,Save,Mobile,App,10.1,
I000026049,2023-08-29,C006526,P003816,Call,Mobile,Web,4.7,0.44
I000026050,2024-12-25,C001580,P003623,View,Mobile,Web,19.3,
I000026051,2024-06-09,C006880,P000455,Visit,Mobile,App,3.7,
I000026052,2023-10-20,C004395,P000380,Save,Desktop,Web,4.2,
I000026053,2024-09-30,C004276,P003461,Save,Mobile,App,6.1,
I000026054,2023-09-02,C004522,P004043,Call,Desktop,App,7.8,-0.295
I000026055,2024-10-26,C006525,P002531,Call,Mobile,App,3.7,-0.098
I000026056,2025-02-14,C005414,P000928,Save,Desktop,Web,7.6,
I000026057,2024-10-20,C003511,P000451,Inquiry,Mobile,App,5.3,0.516
I000026058,2024-02-25,C000603,P001277,Save,Mobile,Web,5.4,
I000026059,2023-08-17,C006126,P003281,View,Mobile,Web,8.4,
I000026060,2024-02-06,C004714,P001944,Visit,Mobile,App,4.2,0.587
I000026061,2023-01-19,C000967,P003415,View,Mobile,App,13.1,
I000026062,2023-08-02,C001292,P003280,View,Mobile,Web,4.8,
I000026063,2022-10-13,C006134,P001379,View,Mobile,Web,9.4,
I000026064,2024-10-18,C001869,P001367,Save,Mobile,App,6.5,
I000026065,2024-09-09,C006826,P000833,Inquiry,Desktop,Web,14.2,
I000026066,2024-07-13,C001481,P003526,Save,Mobile,Web,12.4,
I000026067,2024-12-20,C007763,P000812,Call,Mobile,Web,6.8,0.589
I000026068,2023-09-04,C004637,P004141,Inquiry,Mobile,Web,7.1,0.654
I000026069,2024-07-21,C003069,P001807,View,Mobile,App,18.1,
I000026070,2023-05-31,C005157,P000971,View,Desktop,App,5.2,
I000026071,2022-11-05,C003677,P004184,View,Mobile,App,12.2,
I000026072,2024-05-23,C003247,P001580,Save,Desktop,App,11.5,
I000026073,2024-05-26,C001486,P000395,Save,Desktop,Web,5.0,
I000026074,2024-12-08,C001915,P004422,View,Mobile,App,5.4,
I000026075,2023-04-27,C000170,P002177,Call,Mobile,Web,3.2,0.813
I000026076,2024-08-02,C007357,P000816,View,Mobile,Web,2.9,
I000026077,2023-06-19,C005827,P002354,View,Mobile,Web,12.2,
I000026078,2024-06-07,C007451,P000183,View,Mobile,Web,6.9,
I000026079,2023-12-24,C006494,P001543,Inquiry,Mobile,Web,5.2,-0.052
I000026080,2024-12-03,C001287,P004357,Visit,Mobile,Web,5.5,0.096
I000026081,2023-01-31,C000863,P001644,Save,Mobile,App,9.3,
I000026082,2023-05-25,C004152,P003285,Save,Mobile,Web,4.7,
I000026083,2024-10-29,C004792,P004286,View,Mobile,App,5.2,
I000026084,2024-10-25,C007743,P004188,View,Mobile,Web,11.7,
I000026085,2023-03-05,C003257,P003427,View,Desktop,Web,8.0,
I000026086,2023-05-20,C001796,P001639,View,Mobile,Web,7.0,
I000026087,2024-06-20,C001887,P001642,Offer,Mobile,App,5.5,0.359
I000026088,2023-06-29,C006666,P002392,View,Desktop,App,4.5,
I000026089,2023-01-29,C000372,P000952,Inquiry,Mobile,App,2.4,-0.377
I000026090,2023-07-16,C001472,P002997,View,Mobile,Web,4.9,
I000026091,2022-11-06,C002715,P000897,View,Mobile,Web,4.6,
I000026092,2022-12-19,C004422,P000166,View,Mobile,Web,10.1,
I000026093,2023-07-01,C006984,P001072,Call,Mobile,Web,12.3,1.0
I000026094,2023-10-01,C001643,P002232,Visit,Mobile,Web,8.4,0.242
I000026095,2024-12-24,C004741,P002689,Save,Mobile,App,20.7,
I000026096,2023-09-19,C001841,P004298,Call,Mobile,Web,15.0,0.162
I000026097,2024-11-26,C006747,P000883,Call,Mobile,Web,6.7,0.558
I000026098,2024-10-28,C003962,P003747,View,Mobile,Web,11.1,
I000026099,2024-06-18,C005213,P001518,Save,Desktop,Web,5.5,
I000026100,2024-11-24,C002342,P002415,Save,Desktop,Web,6.4,
I000026101,2023-12-04,C003048,P000798,Call,Mobile,App,6.5,0.2
I000026102,2024-03-08,C007112,P001992,Visit,Desktop,App,15.9,-0.019
I000026103,2024-12-24,C000306,P001335,View,Mobile,Web,4.5,
I000026104,2024-09-29,C007625,P001649,Visit,Mobile,Web,4.5,0.23
I000026105,2023-01-02,C007623,P003794,View,Mobile,App,10.7,
I000026106,2024-11-29,C001332,P004106,Inquiry,Mobile,Web,3.7,0.378
I000026107,2024-08-13,C003309,P004492,View,Mobile,App,7.5,
I000026108,2024-10-25,C003369,P002900,Visit,Mobile,Web,11.5,0.813
I000026109,2022-09-14,C007080,P002529,View,Mobile,Web,3.4,
I000026110,2024-03-02,C001351,P003623,View,Mobile,Web,28.0,
I000026111,2023-08-31,C003766,P000769,View,Desktop,Web,11.7,
I000026112,2024-10-11,C002472,P000449,Inquiry,Mobile,Web,3.6,0.489
I000026113,2023-05-27,C001294,P002995,View,Desktop,App,4.9,
I000026114,2022-10-11,C005326,P003392,View,Mobile,Web,3.9,
I000026115,2022-10-03,C001152,P000149,View,Mobile,Web,16.4,
I000026116,2023-10-21,C006699,P004154,View,Desktop,App,7.2,
I000026117,2024-08-26,C000422,P000363,View,Mobile,Web,6.8,
I000026118,2024-01-08,C002518,P003588,Call,Mobile,Web,6.8,0.269
I000026119,2023-04-11,C005067,P000775,View,Desktop,Web,2.7,
I000026120,2023-12-26,C000179,P002309,View,Mobile,Web,6.2,
I000026121,2022-11-26,C007060,P001192,View,Mobile,Web,7.3,
I000026122,2024-12-17,C003086,P001393,Save,Desktop,App,7.6,
I000026123,2023-12-07,C004744,P000156,Inquiry,Mobile,App,6.3,-0.057
I000026124,2023-08-10,C006218,P004322,View,Mobile,Web,10.0,
I000026125,2024-04-14,C001712,P004053,Inquiry,Mobile,Web,2.4,0.58
I000026126,2024-10-02,C004677,P004277,Call,Mobile,App,9.5,0.502
I000026127,2023-10-06,C002151,P001643,View,Mobile,App,9.4,
I000026128,2023-07-21,C003923,P002793,Visit,Mobile,Web,6.3,0.347
I000026129,2022-10-30,C007780,P004416,View,Mobile,App,10.9,
I000026130,2024-05-18,C000248,P002640,Visit,Desktop,App,7.7,
I000026131,2024-11-25,C007593,P002517,Call,Mobile,Web,4.4,0.365
I000026132,2025-01-04,C007344,P001479,View,Mobile,App,4.0,
I000026133,2024-10-22,C003870,P000068,Save,Desktop,Web,7.8,
I000026134,2023-04-16,C000811,P002420,Save,Mobile,App,5.5,
I000026135,2024-08-15,C001927,P002795,View,Desktop,Web,21.0,
I000026136,2024-06-29,C002998,P004233,Visit,Desktop,Web,6.1,0.626
I000026137,2022-10-29,C003109,P001145,Visit,Desktop,Web,8.6,0.345
I000026138,2024-08-03,C007772,P003075,View,Mobile,Web,13.0,
I000026139,2024-01-26,C007054,P002156,Visit,Mobile,App,12.4,0.341
I000026140,2023-12-07,C004662,P003633,Save,Desktop,Web,21.7,
I000026141,2023-08-15,C004786,P003539,Save,Desktop,App,3.9,
I000026142,2023-07-07,C000696,P003410,View,Desktop,App,12.3,
I000026143,2024-08-23,C005632,P001048,View,Desktop,Web,5.4,
I000026144,2024-04-19,C003785,P001760,View,Mobile,Web,6.9,
I000026145,2024-04-20,C006331,P004139,View,Desktop,Web,4.5,
I000026146,2022-10-15,C001827,P003801,View,Mobile,Web,6.3,
I000026147,2022-05-16,C004557,P004356,Save,Mobile,Web,8.8,
I000026148,2024-04-19,C006313,P000553,View,Mobile,App,6.7,
I000026149,2022-04-24,C004914,P001367,View,Mobile,Web,2.7,
I000026150,2024-04-14,C003120,P003455,Save,Mobile,App,7.3,
I000026151,2023-03-13,C000536,P000400,View,Desktop,App,17.5,
I000026152,2023-01-02,C000271,P001652,View,,Web,15.0,
I000026153,2023-07-31,C004241,P000084,Call,Mobile,Web,3.0,0.081
I000026154,2023-10-25,C003783,P004353,View,Mobile,App,5.5,
I000026155,2024-08-06,C001194,P002426,Visit,Mobile,App,5.9,0.445
I000026156,2023-02-03,C001290,P001613,View,Desktop,App,5.2,
I000026157,2024-07-11,C003944,P003872,Offer,Mobile,Web,7.4,0.19
I000026158,2024-11-23,C007899,P002375,View,Desktop,App,8.0,
I000026159,2023-05-03,C005092,P001022,Call,Mobile,Web,3.7,0.261
I000026160,2024-06-28,C001734,P003590,View,Desktop,Web,8.0,
I000026161,2024-06-08,C007150,P003224,Inquiry,Desktop,App,7.0,0.64
I000026162,2022-08-11,C003422,P000915,View,Mobile,Web,12.4,
I000026163,2022-05-08,C007723,P000426,View,Mobile,Web,11.1,
I000026164,2023-03-27,C004220,P000957,View,Desktop,App,11.9,
I000026165,2023-07-23,C003620,P003963,Offer,Desktop,Web,4.4,-0.02
I000026166,2023-12-05,C005566,P003245,Save,Mobile,Web,20.4,
I000026167,2024-02-28,C003221,P002686,View,Desktop,Web,9.4,
I000026168,2024-12-15,C004359,P001693,View,Mobile,Web,6.8,
I000026169,2024-12-17,C006356,P004391,Call,Mobile,App,4.0,0.733
I000026170,2024-10-17,C006517,P004328,Inquiry,Mobile,App,6.9,0.239
I000026171,2023-06-05,C007599,P000756,Offer,Mobile,App,4.2,-0.1
I000026172,2023-11-20,C007976,P003791,Inquiry,Mobile,App,12.8,1.0
I000026173,2024-06-08,C002031,P003060,Call,Mobile,App,6.9,-0.138
I000026174,2023-11-14,C000775,P000708,View,Mobile,Web,14.9,
I000026175,2022-10-28,C000266,P002196,Offer,Mobile,App,6.3,0.444
I000026176,2024-12-08,C002986,P003320,View,Mobile,Web,6.6,
I000026177,2024-08-25,C001150,P003046,Save,Mobile,App,10.8,
I000026178,2024-10-09,C000533,P000289,View,Desktop,Web,15.8,
I000026179,2024-09-01,C007460,P001847,Call,Mobile,Web,3.1,0.26
I000026180,2024-11-22,C006968,P003224,Visit,Desktop,App,8.9,0.315
I000026181,2023-09-28,C007214,P000279,Call,Desktop,Web,7.1,0.383
I000026182,2023-05-27,C003767,P002685,View,Mobile,App,24.4,
I000026183,2024-09-11,C002470,P001843,Visit,Desktop,Web,7.5,-0.099
I000026184,2024-02-08,C000361,P001660,Save,Desktop,Web,3.0,
I000026185,2023-03-18,C006469,P003495,View,Mobile,Web,6.5,
I000026186,2023-05-19,C003128,P001457,Save,Mobile,Web,5.1,
I000026187,2024-12-05,C004510,P004287,Save,Mobile,Web,7.0,
I000026188,2025-01-07,C002046,P002169,Save,Mobile,Web,4.5,
I000026189,2023-08-13,C004156,P002400,Save,Mobile,Web,3.8,
I000026190,2024-03-29,C001474,P004292,Visit,Mobile,Web,5.7,0.773
I000026191,2022-10-29,C002714,P000482,View,Mobile,Web,6.9,
I000026192,2023-07-14,C004942,P002723,View,Mobile,Web,6.1,
I000026193,2024-05-15,C007769,P000622,View,Mobile,Web,5.5,
I000026194,2024-10-28,C006583,P003574,View,Mobile,Web,6.5,
I000026195,2024-11-16,C006199,P003135,View,Mobile,Web,8.2,
I000026196,2024-09-06,C007584,P003926,View,Desktop,Web,13.9,
I000026197,2023-04-19,C001702,P003781,Save,Mobile,App,8.5,
I000026198,2024-12-18,C007824,P002538,Inquiry,Mobile,App,9.9,0.086
I000026199,2024-07-28,C000524,P004120,View,Mobile,Web,10.6,
I000026200,2023-05-05,C001785,P001054,Visit,Desktop,App,6.6,-0.68
I000026201,2024-12-22,C001225,P001167,Save,Desktop,App,5.0,
I000026202,2022-06-17,C007921,P002202,View,Desktop,Web,2.2,
I000026203,2023-11-15,C001537,P003353,Save,Desktop,App,6.8,
I000026204,2023-01-05,C003663,P004050,View,Mobile,Web,7.5,
I000026205,2024-11-28,C002894,P004234,Visit,Mobile,Web,5.7,0.1
I000026206,2024-09-30,C002935,P000363,View,Mobile,Web,12.7,
I000026207,2024-05-30,C001538,P003222,Save,Mobile,App,4.9,
I000026208,2025-01-12,C006137,P000383,Call,Mobile,App,8.7,0.717
I000026209,2024-09-13,C002735,P001124,View,Mobile,App,8.8,
I000026210,2023-07-10,C006939,P004000,View,Mobile,Web,4.4,
I000026211,2025-01-10,C001945,P000470,Inquiry,Mobile,App,8.7,-0.068
I000026212,2025-02-20,C003935,P003693,View,Mobile,Web,6.3,
I000026213,2024-12-05,C001316,P000414,View,Mobile,Web,6.6,
I000026214,2024-08-30,C000112,P001009,View,Mobile,Web,10.3,
I000026215,2024-06-29,C002903,P003424,View,Desktop,App,4.9,
I000026216,2023-01-23,C004062,P002927,Save,Mobile,App,3.3,
I000026217,2024-07-11,C005546,P001600,Visit,Mobile,Web,5.7,0.278
I000026218,2024-08-04,C002857,P003273,View,,Web,11.9,
I000026219,2023-12-31,C004239,P004105,View,Mobile,Web,19.0,
I000026220,2023-11-03,C003590,P003913,View,Desktop,App,4.1,
I000026221,2023-08-19,C004488,P001557,View,Mobile,Web,9.5,
I000026222,2024-12-28,C002351,P003857,Save,Mobile,App,8.3,
I000026223,2024-09-29,C005834,P003647,Visit,Desktop,App,4.1,0.675
I000026224,2023-08-17,C007128,P001516,Inquiry,Mobile,App,13.3,-0.442
I000026225,2024-09-05,C005505,P002027,Save,Mobile,Web,12.5,
I000026226,2024-03-14,C006039,P004199,View,Mobile,Web,10.8,
I000026227,2024-05-27,C000675,P000291,View,Mobile,Web,5.3,
I000026228,2023-03-06,C004534,P002872,Save,Mobile,Web,8.1,
I000026229,2025-02-15,C007353,P003773,View,Mobile,Web,10.5,
I000026230,2022-07-16,C006304,P003535,Inquiry,Desktop,Web,9.5,0.48
I000026231,2024-06-27,C002348,P001935,View,Mobile,Web,8.4,
I000026232,2024-06-22,C005771,P001333,View,Mobile,App,4.3,
I000026233,2024-04-09,C006397,P002977,Inquiry,Mobile,Web,2.1,-0.092
I000026234,2024-09-22,C001666,P004388,Save,Mobile,Web,6.8,
I000026235,2025-01-03,C001683,P000693,Inquiry,Desktop,Web,7.4,-0.118
I000026236,2024-01-08,C001038,P003349,View,Mobile,App,7.4,
I000026237,2024-08-05,C004643,P003950,View,Mobile,Web,8.8,
I000026238,2024-08-12,C000160,P004333,View,Mobile,Web,13.6,
I000026239,2024-12-06,C003482,P003819,View,Desktop,App,8.1,
I000026240,2023-06-24,C000042,P002539,View,Mobile,Web,17.1,
I000026241,2023-09-27,C001944,P002015,View,Mobile,Web,17.6,
I000026242,2024-11-08,C007773,P001518,View,Mobile,App,12.8,
I000026243,2023-10-27,C000448,P003965,Inquiry,Desktop,App,4.2,
I000026244,2024-09-14,C000282,P002745,View,Mobile,Web,3.2,
I000026245,2024-10-19,C007038,P002420,Call,Mobile,Web,3.3,0.685
I000026246,2024-02-22,C001546,P004165,Save,Mobile,App,15.6,
I000026247,2023-10-31,C006575,P002334,View,Mobile,Web,5.3,
I000026248,2024-06-14,C002059,P003853,Call,Desktop,App,6.0,
I000026249,2023-07-15,C002368,P002421,View,Mobile,App,17.6,
I000026250,2024-08-18,C004228,P000197,View,Mobile,App,5.0,
I000026251,2022-06-22,C007406,P003426,Inquiry,Mobile,Web,9.3,
I000026252,2024-08-11,C000034,P002530,Inquiry,Desktop,App,11.3,0.226
I000026253,2025-02-04,C006158,P003543,Inquiry,Mobile,App,7.0,
I000026254,2023-04-20,C001662,P001877,View,Mobile,Web,1.9,
I000026255,2023-10-27,C002459,P000350,Save,Mobile,App,4.3,
I000026256,2024-10-29,C004013,P000657,Save,Desktop,App,18.4,
I000026257,2024-03-21,C003048,P002033,Save,Desktop,App,5.5,
I000026258,2023-11-05,C003729,P002837,Call,Mobile,App,10.0,0.233
I000026259,2024-04-28,C005965,P000489,Save,Mobile,Web,8.2,
I000026260,2023-07-12,C006756,P000610,Save,Mobile,Web,5.7,
I000026261,2023-02-14,C001123,P001531,Save,Desktop,Web,7.7,
I000026262,2024-04-03,C006424,P001193,Inquiry,Mobile,App,7.5,0.12
I000026263,2023-08-21,C004298,P004017,Inquiry,Mobile,App,3.7,0.628
I000026264,2022-10-10,C004938,P001176,Inquiry,Desktop,App,5.5,0.658
I000026265,2024-03-26,C002813,P000077,View,Mobile,Web,6.1,
I000026266,2024-05-10,C001458,P002012,Inquiry,Mobile,Web,6.5,-0.148
I000026267,2024-03-09,C007333,P004128,Offer,Mobile,Web,2.6,0.551
I000026268,2024-09-18,C000783,P003828,View,Desktop,App,11.0,
I000026269,2023-03-16,C007110,P001922,View,Mobile,App,6.8,
I000026270,2023-03-31,C007088,P003304,View,Mobile,Web,10.9,
I000026271,2024-02-21,C007116,P000235,Visit,Mobile,Web,4.6,
I000026272,2022-12-25,C007078,P004427,View,Mobile,Web,8.1,
I000026273,2023-09-28,C002755,P004004,View,Mobile,Web,4.7,
I000026274,2024-01-01,C006236,P003519,Visit,Mobile,Web,13.8,
I000026275,2023-05-11,C005376,P002478,View,Mobile,App,3.0,
I000026276,2024-12-06,C005341,P001321,View,Mobile,App,10.4,
I000026277,2024-11-14,C000468,P001756,Inquiry,Desktop,App,5.3,0.136
I000026278,2024-07-24,C006016,P003428,Inquiry,Mobile,Web,18.8,0.453
I000026279,2023-04-25,C006345,P000315,View,Mobile,App,7.7,
I000026280,2024-05-14,C000252,P004158,View,Desktop,Web,10.9,
I000026281,2024-12-17,C003352,P002446,View,Mobile,Web,13.8,
I000026282,2023-03-16,C004680,P000718,Save,Mobile,Web,9.1,
I000026283,2022-10-30,C002779,P002965,Inquiry,Mobile,App,7.9,0.026
I000026284,2024-10-01,C001222,P003614,Inquiry,Desktop,Web,14.3,0.025
I000026285,2024-09-26,C004659,P001807,View,Mobile,App,10.9,
I000026286,2022-09-10,C006194,P000707,Save,Mobile,Web,5.9,
I000026287,2023-03-07,C004140,P001336,Save,Desktop,Web,5.3,
I000026288,2024-07-17,C003138,P004076,View,Mobile,Web,4.4,
I000026289,2024-11-21,C001476,P004449,Save,Desktop,Web,8.7,
I000026290,2023-03-29,C004665,P001473,View,Mobile,App,4.8,
I000026291,2024-06-22,C007469,P000285,Inquiry,Mobile,Web,6.6,0.478
I000026292,2024-08-16,C005981,P002362,View,Desktop,App,8.5,
I000026293,2022-12-11,C006874,P000696,Visit,Desktop,Web,9.4,-0.444
I000026294,2022-11-25,C004561,P000687,View,Desktop,App,4.1,
I000026295,2025-01-26,C001713,P003700,Inquiry,Mobile,App,5.3,-0.051
I000026296,2024-05-27,C007161,P000612,Call,Desktop,App,12.6,-0.141
I000026297,2024-10-10,C001284,P000598,View,Mobile,Web,4.7,
I000026298,2022-06-24,C006508,P001992,Visit,Mobile,Web,9.6,0.635
I000026299,2022-12-02,C006268,P004254,View,Mobile,App,7.7,
I000026300,2023-04-19,C003397,P004442,Visit,Mobile,App,1.8,
I000026301,2023-07-07,C003704,P003966,Call,Desktop,App,6.7,0.921
I000026302,2023-12-02,C001401,P003357,View,Mobile,Web,4.1,
I000026303,2024-10-25,C001889,P002484,View,Mobile,App,8.1,
I000026304,2023-08-18,C004281,P002555,View,Mobile,Web,5.4,
I000026305,2024-03-16,C005887,P003838,Call,Mobile,Web,4.4,0.544
I000026306,2023-09-06,C003943,P001114,Inquiry,Desktop,Web,3.9,0.351
I000026307,2024-06-25,C005081,P004479,Visit,Mobile,Web,10.2,0.445
I000026308,2024-06-01,C007533,P001462,View,Mobile,App,14.9,
I000026309,2023-04-11,C007486,P001498,View,Mobile,App,5.1,
I000026310,2024-09-17,C005612,P001723,View,,App,6.3,
I000026311,2023-07-04,C007642,P004254,Save,Desktop,App,13.9,
I000026312,2024-07-28,C002425,P002843,Inquiry,Mobile,App,5.2,0.019
I000026313,2024-08-29,C005238,P003583,View,Mobile,App,8.1,
I000026314,2024-02-28,C001578,P002553,View,Desktop,Web,11.0,
I000026315,2024-03-17,C006968,P001460,Inquiry,Mobile,Web,6.3,
I000026316,2023-10-07,C007567,P001991,View,Mobile,Web,5.9,
I000026317,2024-06-27,C004772,P000519,View,Mobile,App,3.2,
I000026318,2023-04-11,C007420,P001379,Save,Mobile,App,5.4,
I000026319,2024-09-07,C002705,P000185,Visit,Mobile,Web,5.3,1.0
I000026320,2024-03-10,C001338,P003385,Visit,Mobile,App,7.6,0.294
I000026321,2025-01-23,C001047,P001827,Inquiry,Mobile,Web,7.2,0.633
I000026322,2024-05-28,C003500,P003182,Inquiry,Mobile,App,7.2,0.13
I000026323,2024-07-23,C005478,P003412,View,Mobile,Web,5.1,
I000026324,2023-02-19,C000341,P000320,View,Mobile,App,3.3,
I000026325,2023-08-31,C004794,P002213,View,Desktop,App,7.9,
I000026326,2024-12-23,C001941,P001823,Save,Mobile,Web,4.4,
I000026327,2023-04-02,C004823,P002877,View,Mobile,App,9.4,
I000026328,2022-09-02,C006761,P001958,Save,Desktop,Web,7.8,
I000026329,2023-01-19,C003858,P002114,View,Desktop,App,6.1,
I000026330,2024-12-23,C005294,P004268,View,Mobile,App,16.0,
I000026331,2024-11-01,C007922,P001958,Visit,Mobile,Web,7.6,0.64
I000026332,2024-06-17,C005707,P004491,View,Desktop,Web,6.0,
I000026333,2023-11-22,C006237,P000187,View,Mobile,App,5.8,
I000026334,2024-12-19,C007503,P003251,Inquiry,Mobile,Web,10.2,0.586
I000026335,2023-08-18,C000775,P003635,View,Mobile,App,4.1,
I000026336,2023-11-27,C004616,P003638,Save,Mobile,Web,14.9,
I000026337,2024-04-03,C002897,P004135,Visit,Desktop,App,10.8,0.306
I000026338,2024-06-12,C000762,P001273,View,Desktop,App,6.5,
I000026339,2023-11-19,C000210,P000671,View,Mobile,Web,26.2,
I000026340,2023-11-09,C006884,P000297,Inquiry,Mobile,Web,11.2,1.0
I000026341,2022-09-19,C002931,P003880,View,Mobile,Web,2.3,
I000026342,2024-10-12,C004307,P000011,View,,Web,12.8,
I000026343,2024-04-11,C004532,P003154,View,Mobile,Web,13.4,
I000026344,2024-12-04,C005287,P004096,Call,Mobile,App,5.5,0.754
I000026345,2023-01-07,C004472,P002351,View,Mobile,Web,13.5,
I000026346,2023-07-17,C005902,P003248,Call,Desktop,Web,6.8,0.682
I000026347,2024-10-24,C003777,P003197,View,Mobile,Web,6.4,
I000026348,2024-11-08,C002701,P001411,View,Mobile,App,3.3,
I000026349,2022-08-30,C007326,P002759,Inquiry,Mobile,Web,8.0,0.005
I000026350,2024-11-30,C002901,P002145,View,Mobile,Web,6.9,
I000026351,2024-03-10,C003246,P001567,Save,Desktop,Web,11.5,
I000026352,2022-10-05,C003088,P000504,Save,Mobile,App,14.7,
I000026353,2023-07-03,C002056,P003478,Save,Mobile,App,9.8,
I000026354,2024-02-15,C000273,P003654,Offer,Mobile,App,6.2,-0.295
I000026355,2024-10-12,C000594,P004242,Visit,Mobile,Web,3.8,0.411
I000026356,2024-03-22,C007020,P000059,Call,Mobile,Web,10.6,0.429
I000026357,2023-07-30,C007670,P002703,Inquiry,Mobile,Web,4.5,0.839
I000026358,2022-06-17,C000932,P000514,View,Mobile,Web,5.6,
I000026359,2024-10-31,C007079,P003360,View,Mobile,Web,19.2,
I000026360,2023-12-21,C002894,P002946,View,Mobile,App,5.3,
I000026361,2023-11-29,C007290,P000587,View,Mobile,Web,5.6,
